age,previous_gpa,attendance_rate,participation_score,assignment_completion,study_hours_per_week,digital_literacy,previous_course_failures,extracurricular_hours,work_hours_per_week,distance_from_campus,final_grade,gender_Female,gender_Male,gender_Non-binary,socioeconomic_status_High,socioeconomic_status_Low,socioeconomic_status_Middle,family_support_High,family_support_Low,family_support_Medium,program_of_study_Biology,program_of_study_Business,program_of_study_Chemistry,program_of_study_Computer Science,program_of_study_Data Science,program_of_study_Economics,program_of_study_Engineering,program_of_study_Liberal Arts,program_of_study_Mathematics,program_of_study_Psychology,first_generation_student_False,first_generation_student_True,has_textbooks_0,has_textbooks_1,has_online_resources_0,has_online_resources_1,has_tutoring_0,has_tutoring_1,has_study_group_0,has_study_group_1,completed_course,study_participation_interaction,gpa_attendance_interaction,extracurricular_work_interaction,engagement_score,academic_risk,is_high_gpa,is_low_attendance,has_all_study_resources,has_no_study_resources
0.47059772129008864,0.9536194926563062,0.08294687368071252,1.667616765950653,-0.4875650502643752,-1.1413708196271195,-2.0178129968398464,-0.5283969817818658,-0.5655671104671657,0.5476606623789034,-0.17911871204240562,0.5729064718071392,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,True,20.0,2.4455,25.5,146.8,-2.35,0,0,0,-2
-0.3229903415937034,1.9287825884756362,0.7518732743316215,-0.3833068247712326,-1.656367684533446,-0.5420057933039985,-0.5854607275508609,-0.5283969817818658,0.011878889134666417,-0.8716396029430646,-1.0224712667803868,0.5729064718071392,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,24.8,3.32,0.0,134.9,-3.0,1,0,0,-2
0.47059772129008864,-1.4917895014752451,0.016054233615621537,1.181871704990206,1.2236653258754253,-0.39216453672321816,-1.6995124925534049,1.4286288766694888,-0.35933639632365416,-0.39853951450240865,-0.3899568507269008,0.5729064718071392,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,True,40.949999999999996,1.2384,11.0,171.39999999999998,0.28,0,0,0,-2
1.6609798156157767,0.5635542543285738,0.6180879942014403,-0.22139180445108386,-0.8039812330223005,-0.21235502882628196,-0.3732603913598999,-0.5283969817818658,-0.07061339652273824,1.210000786195822,3.053732747786522,0.5729064718071392,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,33.15,2.5029,63.8,146.4,-2.09,0,0,0,-2
-0.3229903415937034,-0.7116590248197806,0.7518732743316215,1.181871704990206,1.3980171000481598,-0.39216453672321816,0.5816411214994236,-0.5283969817818658,0.9605401741948192,0.5476606623789034,0.6876603025494087,0.5729064718071392,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,True,40.949999999999996,1.8592000000000002,81.0,185.1,-1.2400000000000002,0,0,0,-2
-0.3229903415937034,-0.5316289148223663,0.21673215381089447,-0.5452218450913814,-0.6554593513196005,-0.15241852619396978,-0.903761231837302,1.4286288766694888,1.9504476020836738,-0.8716396029430646,0.8750719813800709,-2.864532359035696,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,True,31.27,1.77,0.0,142.10000000000002,-0.3599999999999999,0,0,0,-2
1.6609798156157767,-0.6366464789875247,0.8856585544618035,-2.056428701412771,0.965366401175078,-0.0025772696131895357,-1.4873121563624445,-0.5283969817818658,-0.5243209676384634,-0.8716396029430646,-0.4836626901422321,0.5729064718071392,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,True,17.98,1.9465,0.0,174.39999999999998,-1.29,0,0,0,-2
0.8673917527319847,-0.9216941531500981,0.6180879942014403,-0.49125017165133195,0.920164089352517,-0.032545520929345484,0.10419036506976159,-0.5283969817818658,0.6718171743939031,-0.8716396029430646,0.8984984412339037,-0.8020690605299949,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,True,34.2,1.7010000000000003,0.0,172.6,-1.1,0,0,0,-2
-0.7197843730355994,0.023463924336329545,0.016054233615621537,0.4262682768295117,1.1590905947003385,0.26713699223221504,0.9529917098336046,-0.5283969817818658,0.8780478885374146,-0.39853951450240865,-0.8584860478035571,0.5729064718071392,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,True,51.59,1.9656,26.0,169.0,-1.73,0,0,0,-2
0.47059772129008864,-0.8916891348171956,1.4207996749825313,0.31832492994941236,0.5391731754195055,0.35704174618068313,-1.7525625766011452,1.4286288766694888,-0.5655671104671657,-0.8716396029430646,-0.17911871204240562,0.5729064718071392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,True,52.5,1.9716000000000002,0.0,180.2,-0.1200000000000001,0,0,0,-1
